partner_id,name,email,company_id,source_partner_id
10904,BLOOMUP SRL,commerciale@bloomup.it,3,2475
10992,Daxin Nokaaf Consulting L.L.C,consultant@daxin-global.ae,3,3718
11456,SCORPORA TECNO APP S.L.,conta@scorpora.eu,3,3484
11094,Forgeflow Danmark ApS,contact.dk@forgeflow.com,3,1560
10797,ACTION DIGITALE,contact@actiondigitale.net,3,1920
10803,ADONZE,contact@adonze.com,3,2804
10860,Arpana Consulting,contact@arpana.io,3,3834
10876,Aunéor Conseil,contact@auneor-conseil.fr,3,1913
10896,Binteg,contact@binteg.ma,3,2802
10914,Burniaux Consulting SRL,contact@burniauxconsulting.com,3,1350
11019,Drakkar Accélérateur,contact@drakkar.io,3,1921
11027,DYNAPPS France,contact@dynapps.fr,3,1906
11055,"Enersys Co.,Ltd.",contact@enersys.co.th,3,3616
11063,ES2I CARAIBES,contact@es2icaraibes.com,3,2077
11154,Info'Lib,contact@infolib.tn,3,3658
11157,Ingenosya Business Services,contact@ingenosya.mg,3,2640
11231,Lindner Management Systems Inc.,contact@lmsi.ca,3,1306
11260,Meisour Global Solutions,contact@meisour.com,3,3436
11321,NUPROD,contact@nuprod.fr,3,1912
11324,Objects,contact@objects.ws,3,1743
11326,Obycron,contact@obycron.be,3,1348
11335,OdooTec أُودُوتِكْ,contact@odootec.com,3,3249
11356,Orbeet,contact@orbeet.io,3,1917
11462,Serpent Consulting Services Pvt. Ltd.,contact@serpentcs.com,3,2227
11548,TechUltra Solutions Pvt. Ltd.,contact@techultrasolutions.com,3,2218
11553,TeleNoc (هلكون لتقنية المعلومات),contact@telenocgroup.com,3,3251
11565,Toews Consulting Inc.,contact@toews.consulting,3,1285
11577,Trobz,contact@trobz.com,3,4187
11622,Ynov’iT Services,contact@ynovit-services.com,3,1922
10788,Abasto Software S.R.L.,contacto@abastosoftware.ar,3,885
10826,ALKU IS IN THE HOUSE,contacto@alkumx.com,3,2712
10834,Alwa Peru SA,contacto@alwaperu.pe,3,3062
10845,APPEX BOLIVIA S.R.L.,contacto@appexbo.com,3,1191
10890,BELUCKY CONSULTORÍA Y SERVICIOS INFORMÁTICOS SpA,contacto@belucky.cl,3,1411
10895,Binaural Compañía Anónima.,contacto@binauraldev.com,3,4081
10906,Blueorange Group S.R.L.,contacto@blueorange.com.ar,3,1328
10944,CM Corp,contacto@cmcorp.cl,3,1406
11137,Humanytek,contacto@humanytek.com,3,2706
10965,CONSULTORIA EN TECNOLOGIAS DE INFLEXYON,contacto@inflexyon.mx,3,2711
11179,ITBS Business Solutions,contacto@it-bs.com.ar,3,878
11201,Keep Pushing Business,contacto@kpbsolutions.io,3,1405
11218,KreiLabs SAS,contacto@kreilabs.com,3,4044
11222,Kypnet,contacto@kypnet.com,3,2086
10964,Consulnet,contacto@odoosistema.com,3,1410
11346,ONMI ENGINEERING TEAMS S.L.,contacto@onmiengineering.es,3,3477
11477,Sinova SAS,contacto@sinova.co,3,1448
11621,Yeidala,contacto@yeidala.com,3,2725
11041,Edoo.me,contato@edoo.me,3,1213
11555,TERRABIT Solutions,cozmin@terrabit.ro,3,3224
11098,GAHEOS S.A.,cris@entepri.com,3,1633
11109,GoodComex SAS,cristian.vazquez@goodcomex.com,3,872
11069,ETTA Solutions PLC,cso@odooethiopia.com,3,1883
10779,360 ERP,cvi@360erp.com,3,2835
11331,ODION GmbH,da@odion.com,3,2020
11453,Sati,dahiana.gomez@sati.com.py,3,3038
11249,ManageWall LLC,darambazar@managewall.mn,3,2791
11278,MORWI ENCODERS CONSULTING,david.melendez@morwi.mx,3,2696
10892,Beone,david@beone.be,3,1120
10963,consenso GmbH,david@consenso-solutions.ch,3,3564
11001,Digifiers,david@digifiers.be,3,1134
11232,Linescripts Softwares Pvt. Ltd.,developers@linescripts.com,3,2249
11371,PENTA LAB,dfernandez@pentalab.tech,3,1644
11226,LAYAN SOFTWARE DE MEXICO,dg@layan.mx,3,2723
11075,EvvoTech,dhruv@evvotech.in,3,2261
11169,Intéligos,diegogc@inteligos.gt,3,2082
11110,Groupe StratajM inc.,direction@stratajm.com,3,1295
11287,NAMAH SOFTECH PRIVATE LIMITED,director@namahsoftech.com,3,2240
11586,UNIVERSAL DE PRODUCTOS INTERNACIONALES S.A.,directoringenieria@universaldeproductossa.com,3,2996
11413,PUNT SISTEMES SLU,dn@puntsistemes.es,3,3468
11496,Software Buro,dominique@softwareburo.be,3,1124
11342,One Iteration for Technical and computer services,e.elhosary@one-iteration.com,3,2567
11038,Edaptec Solusi Indonesia,edaptec@gmail.com,3,2382
11079,EXO,eduardo.silva@exo.pt,3,3178
11457,SD-CORP BECKEN,eduardo@sdconsultora.com,3,2713
11272,Mizan,ehab@mizan-sa.com,3,3291
11574,Trinate Global Limited,elen.shah@trinateglobal.com,3,2538
11296,Neoteric Hub,emad@nt-hub.com,3,1740
11487,SMART SUPPORT INFORMATION TECHNOLOGY,eng.almohsen@gmail.com,3,3290
10926,Capsuite Limited,enquiry@capsuite.co,3,2198
10804,ADSI TECH,eric.carron@e-adsi.com,3,1926
11076,EXDOO TI,eric.hernandez@exdoo.mx,3,2698
11406,PSI Software,erodriguez@psibusiness.com,3,3186
11559,ThinkTech Digital Inc.,erp.sales@thethinktech.com,3,1307
10850,Apps Square,eslam.mahmoud@appssquare.com,3,3312
11084,Facilitating Solutions,esmaeldyab@fsolutions.sa,3,3289
11311,Nikkosoft,eulises.galindo@nikkosoft.net,3,4092
11138,Huroos Srl,f.ranieri@huroos.com,3,2466
11364,Palmate Technologies,fadil@palmate.sa,3,3271
11090,Flex Ops,fares.saffarini@flex-ops.com,3,2513
11598,VIPPINN,feaguirre@vippinn.com,3,887
11549,Techvaria IT Services L.L.C,feroz@techvaria.com,3,3732
11380,PlusTeam C.A.,finances@plusteam.tech,3,4091
11134,HOIS | بيت الحلول المتكاملة,fitahmohamed@gmail.com,3,3284
11101,"Gente, Procesos y Tecnología, S. A.",flavio.guzman@gptsa.tech,3,2088
11432,REDSTRIPE,fmondragon@doerpartners.com,3,2722
10967,"Contables Boyer, Leon & Asociados",francisco.boyer@contablesag.com,3,4082
10993,DCBO BVBA,frederic@dcbo.be,3,1128
10838,Apagen Solutions Pvt Ltd,gaurav.kumar@apagen.com,3,2245
11474,SINETICS,gennertc@sinetics.com.pe,3,3063
11163,INSOFT.COM PRIVATE LIMITED,george@insoft.com,3,2236
11314,Noduu,gerencia@noduu.com,3,2084
11334,ODONE. S.A.S.,gerencia@odone.com.co,3,1446
11367,Para Ti.co SAS,gerencia@parati.com.co,3,1454
11374,PETI Soluciones Productivas,gerencia@peti.com.co,3,1447
11497,SOINTEM,gestion@sointem.ec,3,1638
11262,MG INTELLIGENCE SRL,gflores@mgintelligence.com,3,884
11616,Witdata,gmesiano@witdata.com.ar,3,881
11077,EXELA TECHNOLOGIES INDIA PRIVATE LIMITED,gowrishankar.krishnamurthy@xbpasia.com,3,2262
10787,AAZ Solutions,gpotvin@aaz-solutions.com,3,1302
10776,블루스톤솔루션,grant@blue-stone.net,3,3459
11467,Sigmagency SRL,groisin@sigmagency.be,3,1122
11113,"GRUPO BIOS, C,A",Grupobiosca@gmail.com,3,4090
11353,Optesis Guinée,guinee@optesis.com,3,2159
11065,EsseTech marchio by DueEsseTi Srl,gzarbo@essetech.net,3,2473
10972,CountingInc Technologies LTD,h.ahmad@countinginc.com,3,1386
11464,SIBIC,h.lounissi@sibic.dz,3,859
11550,TechYouKnow,habuatiyyeh@uba.com.jo,3,2524
11072,EVATO BV,hallo@evato.be,3,1111
11412,PT. Xapiens Teknologi Indonesia,hana.yulianti@xapiens.id,3,2377
11091,Flow Consulting,hani.gameel@flow-consulting.io,3,1754
10795,ACIS GmbH,harald.konnerth@acis.at,3,1058
11507,Stackfee,harley.mcphee@stackfee.com,3,1322
11135,HSxTECH,harris.shaikh@gmail.com,3,2913
11394,Prodo,hasan@prodo.pk,3,2919
11256,Mast Information Technology,hassan@mast-it.com,3,1337
11281,Muscat Systems Development,hatem.alamri@msysdev.com,3,2894
10791,Abstractive BV,hello@abstractive.be,3,1116
10835,Amaroo Solutions Limited,hello@amaroosolutions.co.uk,3,3803
10916,Business Calibration Limited,hello@calibrate-erp.co.uk,3,3804
11053,Endoo,hello@endoo.be,3,1126
11093,Fogits International SARL,hello@fogits.com,3,3654
11149,Impliway,hello@impliway.com,3,2915
11328,Octupus Technologies SL,hello@octupus.es,3,3470
11359,ORIGAMIS s.r.o.,hello@origamis.cz,3,1535
11183,iterativo,hello@progressa.group,3,1567
11468,Silverdale Technology LLC,hello@silverdale.us,3,3823
11517,SustainERP BV,hello@sustainerp.com,3,1132
11579,TSC France,hello@tsc-experts.com,3,1345
11580,twio.tech AG,hello@twio.tech,3,3558
11607,WCG Technology Solutions WLL,hello@wcgtechsolutions.com,3,1081
11411,PT. UNRAVEL CONSULTING INDONESIA,hi@1ravel.com,3,2373
10981,Cudio Inc.,hi@cudio.com,3,3819
11224,Latus GmbH,hi@latus.ch,3,3563
11500,Solution Founder,hi@solutionfounder.com,3,3278
10889,BCN CONSULTORES LIMITADA,hjimenez@bcncons.com,3,1409
10881,Axcelere,hola@axcelere.com,3,1329
10885,B1P SOLUCIONES DE TI,hola@b1pro.com.mx,3,2709
11016,DOOIT SAS,hola@dooit.com.co,3,1450
11100,Garber Web Solutions SL,hola@garber.es,3,3475
11102,GiGa global,hola@gigaglobal.com.ar,3,1331
11198,Kanban Consultores,hola@kanban.uy,3,4046
11239,Lixie Studio Digital,hola@lixie.io,3,4083
11522,SYSERPTEK SOLUTIONS,hola@munin.mx,3,2704
11168,Integrated Technology Software Solution (ITSS),hr@itss-c.com,3,3257
11327,"OCTOPUS INNOVATION, SOCIEDAD ANÓNIMA",hsalazar@octopusinnovationsgt.com,3,2089
10917,Business Cloud,husam.rafid@business-cloud.co,3,2423
11390,Proactive Solutions,i.aaziz@pas-sa.com,3,3317
11409,PT. Inspirasi Cipta Teknologi,i2cstudio.id@gmail.com,3,2380
11182,ITech,ibrahim.muwafaq@i-tech-iq.com,3,2426
11402,ProSys,ibrahim.yahia@prosys-sa.com,3,3283
11554,TENDENCIA UP,igarcia@tendenciaup.com,3,2716
11064,Eska Yazılım ve Danışmanlık A.Ş.,iletisim@eskayazilim.com.tr,3,3662
11241,LOERAM SOFTWARE SOLUTIONS,iloera@loeramsoft.com,3,2726
11129,Hexcombs Consulting Inc,imran@hexcombs.com,3,1309
11372,Perfect-tech - KSA,info-ksa@perfect-tech.co,3,1695
11284,Najah Al-Mustathmr LTD Co.,info-odoo@najahalmustathmr.com,3,2429
11576,Triosoft - KSA,info.ksa@triosoft.co,3,1766
10982,"CU SOLUTION SYSTEM CO., LTD.",info.official@cu-solution.com,3,3609
10792,Accomodata BV,info@2mprove.be,3,1110
10782,3S For Smart Solutions,info@3s-eg.com,3,1737
10783,4Sight Group ltd. Cyprus,info@4sight.cy,3,1531
11633,أبا الخيل لتقنية المعلومات,info@abalkhail-odoo.com,3,3304
10789,Abdulaal IT Solutions,info@abdulaalit.com,3,1079
10799,Adevx,info@adevx.com,3,1753
10802,ADIteK Infotech Limited,info@aditekit.com,3,2542
10811,AGM Qatar,info@agmglobal.co,3,3204
10816,AITIC Alexsim,info@aitic.com.ar,3,867
10819,Albatros Education,info@albatros.ma,3,2801
10825,ALKEDOS TEKNOLOJİ A.Ş.,info@alkedos.com,3,3667
10828,Almighty Consulting Solutions Pvt. Ltd.,info@almightycs.com,3,2233
10830,Alnada Jordan Investment,info@alnada.org,3,2520
10833,Al-Taif Alteqani Company for Software Ltd.,info@altaifalteqani.com,3,2425
10836,Analyb,info@analyb.com,3,2584
10865,ASESORES Y SOLUCIONES ANFEPI,info@anfepi.com,3,2695
10839,AP Business Software,info@ap-accounting.co.za,3,3442
10841,Aphora GmbH,info@aphora.io,3,2029
10849,APPSGATE INFORMATION TECHNOLOGY L.L.C.,info@appsgate.ae,3,3723
10851,AppStream LLP,info@appstream.kz,3,2535
10793,Accounts Quality Company for Financial Consulting,info@aqksa.com,3,3272
10852,aquíH,info@aquih.com,3,2080
10853,Arabian Open Source,Info@arabianopensource.com,3,1717
10854,Araka,info@araka.io,3,3237
10855,Arche TI,info@archeti.com,3,1357
10866,"ASET TECHNOLOGY, SRL",info@asettech.com,3,1573
10868,Askteksoft,info@askteksoft.com,3,1312
10870,Assets,info@assetsgroup.org,3,1718
10871,Asta Systems Limited,info@astasys.com,3,2197
10875,AtyrauTechInvest,info@atikz.com,3,2536
10877,Autographics Co,info@autographics-inc.com,3,2522
10879,Avatud Lahendused OÜ,info@avalah.ee,3,1880
10883,Azkatech,info@azka.tech,3,2578
10884,AZOR DATA SL,info@azordata.com,3,3487
10886,Bagubits,info@bagubits.it,3,2478
10888,Bay Forward LLC,info@bayforward.com,3,3822
10907,Blue Sky Consulting Inc,info@blueskyconsulting.tech,3,1313
10912,Bsma Holding Company,info@bsma.sa,3,3282
10913,Bundo Tech,info@bundo.tech,3,2914
11639,贝思纳斯（上海）咨询管理有限公司,info@business-asia.cn,3,1428
10919,Business Horizons,info@businesshorizons.com.sa,3,3280
10922,Callista,info@callista.be,3,1344
10923,Callista Software Solutions Ltd,info@callista.bg,3,1267
10924,CandidRoot Solutions Private Limited,info@candidroot.com,3,2235
10925,Capital Cloud Trading,info@cco.om,3,2890
10956,Complete Growth IT,Info@cgc-sa.net,3,3306
10936,Ciranta IT Services Inc,info@cirantait.com,3,3827
10937,Circosoft,info@circosoft.net,3,2582
10939,Closyss Technologies LLP,info@closyss.com,3,2224
10941,Cloudmen,info@cloudmen.ae,3,3714
10954,Community of accountants,info@coa-egy.com,3,1719
10946,Codeforward,info@codeforward.nl,3,2842
10947,Codequarters,info@codequarters.com,3,3661
10948,Codes & Colors Q,info@codesncolors.com,3,3201
10951,Colibria Solution,info@colibriasolution.com,3,1317
10961,Connectic,info@connectic.io,3,1121
10977,CSS Consultores 1010 C.A.,info@consultores1010.com,3,4094
10970,CoreMind LLC,info@coremind.mn,3,2792
10974,Credobyte,info@credobyte.com,3,2585
11529,SYSTEMY AVTOMATYZATSII BIZNESU LLC,info@crmium.com,3,3697
10978,CSS Gate,info@css-gate.com,3,1707
10979,Cubes Libya,Info@cubes.ly,3,2605
10983,Cybens Technologies Inc.,info@cybens.com,3,1291
10989,Daruma IT SL,info@darumait.com,3,3482
10994,DC Engineering,info@dcsystem.it,3,2476
10996,Deep Vision,info@deepvision.uz,3,4070
10987,D4E - Digital4Efficiency Sàrl,info@digital4efficiency.ch,3,3554
11017,DO Tech,info@dotech.hu,3,2213
11018,Dow Group DMCC,info@dowgroup.com,3,3704
11021,DROPSTUDIO,info@dropstudio.us,3,2995
10999,Diamond Vision (DVIT),info@dvit.me,3,1704
11011,Digital Wave Solutions,info@dwave-s.com,3,3540
11023,DWP IT Arabia,info@dwptech.com,3,3310
11029,Dynapps SA,info@dynapps.ch,3,3553
11031,Eagle Tech Information Systems,info@eagle-tech.info,3,1726
11032,EasyBooks Iraq Ltd,info@easybooks-iq.com,3,2424
11039,Editor d.o.o.,info@editor.si,3,3433
11040,EDM – Engineering Design & Manufacturing,info@edm.com.lb,3,2579
11042,Eezee-it SA,info@eezee-it.com,3,1342
11043,Ejad Digital Solutions,info@ejad.sa,3,3314
10955,Compañía Group Solutions S.A,info@ekuasoft.com,3,1635
11046,ELIPSYS,info@elipsys.ec,3,1636
11048,Elora,Info@elora-group.com,3,1736
11050,Emipro Technologies Pvt. Ltd.,info@emiprotechnologies.com,3,2217
11052,Encode,info@encode.sa,3,3301
11080,Expedite Processing Administration Office,info@epa-ksa.com,3,3296
11058,ERGOBIT,info@ergobit.com,3,3416
11276,Mobius ERP,info@erp-mobius.com,3,3694
11062,ERP Ukraine LLC,info@erp.co.ua,3,3695
11059,ERP Happy,info@erphappy.com,3,1315
11068,E-TripleSoft,info@etriplesoft.com,3,1722
11071,EUSOL,info@eusol.net,3,2662
11073,Evolusion Tech Solution (Pvt.) Ltd.,info@evolusiontech.com,3,2918
11081,Exponent Pvt Ltd,info@exponent.mv,3,2664
11083,Eynes SRL,info@eynes.com.ar,3,886
11092,Flyt Consulting AS.,info@flytconsulting.dk,3,1556
11544,Technogeo Soft Solution Pvt. Ltd,info@geotechnosoft.com,3,2232
11118,GuruEbs Tech Consulting Pvt Ltd,info@guruebs.com,3,2253
11120,HADOOC,info@hadooc.com,3,3657
11124,Hatchyard Pvt Ltd,info@hatchyard.io,3,3522
11126,Hayat Information Technology,info@hayatinfo.com,3,1729
11128,Hermes d.o.o.,info@hbs.si,3,3432
11132,HNET,info@hnetw.com,3,2166
11133,HNG Business Solutions,info@hng-bs.com,3,1711
11139,i2T2,info@i2t2-group.com,3,1311
11146,IFE GmbH,info@ife.de,3,2017
11144,Ideal Lines Computer Systems (iLines),info@ilines.sa,3,3260
11148,Impactic OÜ,info@impactic.ee,3,1879
11152,INFINITY SERVICES,info@infinityservices.com.do,3,1572
11153,InFlow Systems,info@inflowsystems.co.uk,3,3807
11164,Inspire HUB,info@inspirehub.net,3,1735
11167,INTEGRATED PATH المسار المتكامل,info@int-path.com,3,2420
11166,Integrated InfoTech,info@inteinfotech.com,3,2891
11172,Interfaces S.A.,info@interfaces.com.py,3,3037
11174,INTI Tecnologia,info@intitecnologia.com,3,1639
11181,IT Consultancy Sàrl,info@it-c.lu,3,2627
11175,Inventions Technologies Co Ltd,info@it.co.tz,3,3600
11178,"IT as a Service Co., Ltd.",info@itaas.co.th,3,3608
11189,IT Zain,Info@itzain.com,3,1713
11634,الجريسي للخدمات الإلكترونية,info@jes.com.sa,3,3267
11196,KamahTech,info@kamahtech.com,3,1698
11197,Kanak Infosystems LLP,info@kanakinfosystems.com,3,2238
11205,KeyType Srl,info@keytype.it,3,2481
11206,Keyway Digital Labs Sdn. Bhd.,info@keyway.com.my,3,2646
11207,Kilurion B.V.,info@kilurion.com,3,2843
11209,Kıta Yazılım,info@kitayazilim.com,3,3666
11210,KJ Software,info@kjsoftware.nl,3,2841
11212,Knowledge BI,info@knowledgebi.net,3,1694
11213,Kodershop North America,info@kodershop.com,3,1308
11219,K Solutions,info@ksolutions-eg.com,3,1745
11221,Kuantiik,info@kuantiik.com,3,1284
11236,LinkSysPro,info@linksyspro.com,3,3309
11114,Grupo Madetosoft S.L.,info@madetosoft.com,3,3469
11246,Magnolia Technology Solutions,info@magnolia.co.ke,3,2539
11407,PT. Abajoo Transformasi Teknologi,info@mail.abajoo.co.id,3,2374
11248,"Malaya Tech Consulting, Inc.",info@malayatechconsulting.com.ph,3,3144
11250,manaTec GmbH,info@manatec.de,3,2018
11251,Manexware S.A.,info@manexware.com,3,1643
11252,MAPLIT - Maple Green Information Technology,info@mapl-it.com,3,3730
11253,Masa- الشركة العربية المتخصصة للإستشارات وتقنية المعلومات,info@masa.sa,3,3261
11255,Master IT,info@master.al,3,853
11258,MCEE Business Solutions US,info@mceesolutions.com,3,3940
11259,Mediod Consulting Pvt Ltd,info@mediodconsulting.com,3,2911
11261,Merit Advisory Services LLP,info@meritadvisory.so,3,3437
11267,MI ERP,info@mi-erp.app,3,1451
11263,Microdata Technology Consulting,info@microdatatc.com,3,1714
11265,Midaad Consultation,info@midaad.com,3,2516
11268,MILLORAMEX TECNOLOGIA,info@millora.com.mx,3,2701
11270,Mindphin Technologies Pvt. Ltd.,info@mindphin.com,3,2226
11273,Mizan Consultancy & training,info@mizan.com.ly,3,2607
11216,KPIS Consulting and Finance Services,info@moashirat.com,3,2427
11280,MS Technologies,Info@mstech-eg.com,3,1742
11286,Nalios Sàrl,info@nalios.ch,3,3557
11289,NAQLAH Technologies,info@naqlah.com.sa,3,3256
11290,Nated systems (Pty) Ltd,info@natedsystems.co.za,3,3443
11293,Navegasoft S.A.S,info@navegasoft.com,3,1455
11294,NavyBits,info@navybits.com,3,2581
11297,Nerosoft Solutions (Pvt) Ltd,info@nerosoftsolutions.com,3,3519
11298,NERVA,info@nerva.co,3,3285
11304,NEXA,info@nexa-solutions.com,3,1716
11313,nivels GmbH,info@nivels.ch,3,3562
11302,New Tech Software NTS,info@ntscompany.net,3,1703
11339,OERP Canada,info@oerp.ca,3,1358
11350,Openinside Co. W.L.L.,info@open-inside.com,3,1338
11351,Open Net Sàrl,info@open-net.ch,3,3556
11355,Optitoo,info@optitoo.lu,3,2628
11362,OzonLayer  (بيان النظم لتقنية المعلومات),info@ozonlayer.com,3,3298
11373,Peter Schwarz,info@peter-schwarz.it,3,2021
11376,Pitaya Tech,info@pitaya.tech,3,2085
11377,Pixora S.r.l.,info@pixora.it,3,2467
11381,Plus Tech Company,info@plustech-it.com,3,3247
11393,Pro Comrades,info@procomrades.com,3,2564
11395,Prof Business,info@prof.business,3,3253
11396,Progistack,info@progistack.com,3,1541
11397,Progsum,info@progsum.com,3,1449
11404,Proxima Solutions,info@proxima.solutions,3,2012
11405,PSDC INC.,info@psdc.com.pa,3,2994
11415,QOC Innovations,info@qocinnovations.com,3,3817
11416,QORELIS SOLUTIONS inc.,info@qorelis.com,3,1283
11418,"QubiQ 2010, S.L",info@qubiq.es,3,3465
11430,Reach Concept,info@reachconcept.com,3,3820
11472,SINAR APLIKASI JAYA LAKSANA,info@readytogo.id,3,2381
11431,Recursive Journey LTD.,info@recursivejourney.com,3,1293
11434,Re-structure Tech,info@retechjo.com,3,2515
11440,rising systems AG,info@rising-systems.de,3,2025
11441,RoayaTec,info@roayatec.com,3,1691
11443,Ruaa Alebtekar,info@ruaa-innovation.com,3,3287
